onset	duration	trial_type	sample	value
12.256	0.64	Stand	3064	2
12.896	0.64	Stand	3224	2
13.536	0.64	Stand	3384	2
14.176	0.64	Stand	3544	2
14.816	0.64	Stand	3704	2
15.456	0.64	Stand	3864	2
16.096	0.64	Stand	4024	2
16.736	0.64	Stand	4184	2
17.376	0.64	Stand	4344	2
18.016	0.64	Stand	4504	2
18.656	0.64	Stand	4664	2
19.296	0.64	Stand	4824	2
19.936	0.64	Stand	4984	2
20.576	0.64	Stand	5144	2
21.216	0.64	Stand	5304	2
21.856	0.64	Large dev	5464	4
22.496	0.64	Stand	5624	2
23.136	0.64	Stand	5784	2
23.776	0.64	Inter dev	5944	6
24.416	0.64	Stand	6104	2
25.056	0.64	Stand	6264	2
26.336	0.64	Stand	6584	2
26.976	0.64	Stand	6744	2
27.616	0.64	Stand	6904	2
28.256	0.64	Stand	7064	2
29.536	0.64	Stand	7384	2
30.176	0.64	Large dev	7544	4
30.816	0.64	Stand	7704	2
31.456	0.64	Stand	7864	2
32.096	0.64	Large dev	8024	4
32.736	0.64	Stand	8184	2
33.376	0.64	Inter dev	8344	6
34.016	0.64	Stand	8504	2
34.656	0.64	Stand	8664	2
35.296	0.64	Stand	8824	2
35.936	0.64	Stand	8984	2
36.576	0.64	Large dev	9144	4
37.216	0.64	Stand	9304	2
37.856	0.64	Stand	9464	2
38.496	0.64	Inter dev	9624	6
39.136	0.64	Stand	9784	2
39.776	0.64	Stand	9944	2
40.416	0.64	Stand	10104	2
41.056	0.64	Inter dev	10264	6
41.696	0.64	Stand	10424	2
42.976	0.64	Stand	10744	2
43.616	0.64	Stand	10904	2
44.256	0.64	Large dev	11064	4
44.896	0.64	Stand	11224	2
45.536	0.64	Stand	11384	2
46.176	0.64	Stand	11544	2
46.816	0.64	Inter dev	11704	6
47.456	0.64	Stand	11864	2
48.096	0.64	Stand	12024	2
49.376	0.64	Stand	12344	2
50.016	0.64	Stand	12504	2
50.656	0.64	Stand	12664	2
51.296	0.64	Inter dev	12824	6
51.936	0.64	Stand	12984	2
52.576	0.64	Stand	13144	2
53.216	0.64	Stand	13304	2
53.856	0.64	Stand	13464	2
55.136	0.64	Stand	13784	2
55.776	0.64	Stand	13944	2
56.416	0.64	Inter dev	14104	6
57.056	0.64	Stand	14264	2
57.696	0.64	Large dev	14424	4
58.336	0.64	Stand	14584	2
58.976	0.64	Stand	14744	2
60.256	0.64	Stand	15064	2
60.896	0.64	Stand	15224	2
61.536	0.64	Stand	15384	2
62.176	0.64	Inter dev	15544	6
62.816	0.64	Stand	15704	2
63.456	0.64	Stand	15864	2
64.096	0.64	Stand	16024	2
64.736	0.64	Large dev	16184	4
65.376	0.64	Stand	16344	2
66.016	0.64	Stand	16504	2
66.656	0.64	Inter dev	16664	6
67.296	0.64	Stand	16824	2
67.936	0.64	Stand	16984	2
68.576	0.64	Stand	17144	2
69.856	0.64	Stand	17464	2
70.496	0.64	Large dev	17624	4
71.136	0.64	Stand	17784	2
71.776	0.64	Stand	17944	2
72.416	0.64	Inter dev	18104	6
73.056	0.64	Stand	18264	2
73.696	0.64	Stand	18424	2
74.976	0.64	Stand	18744	2
75.616	0.64	Stand	18904	2
76.256	0.64	Stand	19064	2
76.896	0.64	Stand	19224	2
77.536	0.64	Large dev	19384	4
78.176	0.64	Stand	19544	2
79.456	0.64	Stand	19864	2
