onset	duration	trial_type	sample	value
7.044	0.64	Stand	1761	2
7.684	0.64	Stand	1921	2
8.324	0.64	Stand	2081	2
8.964	0.64	Stand	2241	2
9.604	0.64	Stand	2401	2
10.244	0.64	Stand	2561	2
10.884	0.64	Stand	2721	2
11.524	0.64	Stand	2881	2
12.164	0.64	Stand	3041	2
12.804	0.64	Stand	3201	2
13.444	0.64	Stand	3361	2
14.084	0.64	Stand	3521	2
14.724	0.64	Stand	3681	2
15.364	0.64	Stand	3841	2
16.004	0.64	Stand	4001	2
16.644	0.64	Large dev	4161	4
17.284	0.64	Stand	4321	2
17.924	0.64	Stand	4481	2
18.564	0.64	Inter dev	4641	6
19.204	0.64	Stand	4801	2
19.844	0.64	Stand	4961	2
21.124	0.64	Stand	5281	2
21.764	0.64	Stand	5441	2
22.404	0.64	Stand	5601	2
23.044	0.64	Stand	5761	2
24.324	0.64	Stand	6081	2
24.964	0.64	Large dev	6241	4
25.604	0.64	Stand	6401	2
26.244	0.64	Stand	6561	2
26.884	0.64	Large dev	6721	4
27.524	0.64	Stand	6881	2
28.164	0.64	Inter dev	7041	6
28.804	0.64	Stand	7201	2
29.444	0.64	Stand	7361	2
30.084	0.64	Stand	7521	2
30.724	0.64	Stand	7681	2
31.364	0.64	Large dev	7841	4
32.004	0.64	Stand	8001	2
32.644	0.64	Stand	8161	2
33.284	0.64	Inter dev	8321	6
33.924	0.64	Stand	8481	2
34.564	0.64	Stand	8641	2
35.204	0.64	Stand	8801	2
35.844	0.64	Inter dev	8961	6
36.484	0.64	Stand	9121	2
37.764	0.64	Stand	9441	2
38.404	0.64	Stand	9601	2
39.044	0.64	Large dev	9761	4
39.684	0.64	Stand	9921	2
40.324	0.64	Stand	10081	2
40.964	0.64	Stand	10241	2
41.604	0.64	Inter dev	10401	6
42.244	0.64	Stand	10561	2
42.884	0.64	Stand	10721	2
44.164	0.64	Stand	11041	2
44.804	0.64	Stand	11201	2
45.444	0.64	Stand	11361	2
46.084	0.64	Inter dev	11521	6
46.724	0.64	Stand	11681	2
47.364	0.64	Stand	11841	2
48.004	0.64	Stand	12001	2
48.644	0.64	Stand	12161	2
49.924	0.64	Stand	12481	2
50.564	0.64	Stand	12641	2
51.204	0.64	Inter dev	12801	6
51.844	0.64	Stand	12961	2
52.484	0.64	Large dev	13121	4
53.124	0.64	Stand	13281	2
53.764	0.64	Stand	13441	2
55.044	0.64	Stand	13761	2
55.684	0.64	Stand	13921	2
56.324	0.64	Stand	14081	2
56.964	0.64	Inter dev	14241	6
57.604	0.64	Stand	14401	2
58.244	0.64	Stand	14561	2
58.884	0.64	Stand	14721	2
59.524	0.64	Large dev	14881	4
60.164	0.64	Stand	15041	2
60.804	0.64	Stand	15201	2
61.444	0.64	Inter dev	15361	6
62.084	0.64	Stand	15521	2
62.724	0.64	Stand	15681	2
63.364	0.64	Stand	15841	2
64.644	0.64	Stand	16161	2
65.284	0.64	Large dev	16321	4
65.924	0.64	Stand	16481	2
66.564	0.64	Stand	16641	2
67.204	0.64	Inter dev	16801	6
67.844	0.64	Stand	16961	2
68.484	0.64	Stand	17121	2
69.764	0.64	Stand	17441	2
70.404	0.64	Stand	17601	2
71.044	0.64	Stand	17761	2
71.684	0.64	Stand	17921	2
72.324	0.64	Large dev	18081	4
72.964	0.64	Stand	18241	2
74.244	0.64	Stand	18561	2
74.884	0.64	Stand	18721	2
75.524	0.64	Inter dev	18881	6
76.164	0.64	Stand	19041	2
76.804	0.64	Stand	19201	2
77.444	0.64	Stand	19361	2
78.084	0.64	Stand	19521	2
78.724	0.64	Inter dev	19681	6
79.364	0.64	Stand	19841	2
80.004	0.64	Stand	20001	2
80.644	0.64	Inter dev	20161	6
81.284	0.64	Stand	20321	2
81.924	0.64	Stand	20481	2
82.564	0.64	Stand	20641	2
83.844	0.64	Stand	20961	2
84.484	0.64	Stand	21121	2
85.124	0.64	Inter dev	21281	6
85.764	0.64	Stand	21441	2
86.404	0.64	Stand	21601	2
87.044	0.64	Large dev	21761	4
87.684	0.64	Stand	21921	2
88.324	0.64	Stand	22081	2
89.604	0.64	Stand	22401	2
90.244	0.64	Inter dev	22561	6
90.884	0.64	Stand	22721	2
92.164	0.64	Stand	23041	2
92.804	0.64	Inter dev	23201	6
93.444	0.64	Stand	23361	2
